SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE_OR_PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,ratio_sqft_bd,additional_bd_opp,ratio_lot_sqft,adu_potential
MLS Listing,,Multi-Family ,36 W 11th St Unit COMBINATION,New York,NY,10011,22945000,15,11,Manhattan,12000,2054,1840,117,1912,,Active,https://www.redfin.com/NY/New-York/36-W-11th-St-10011/unit-COMBINATION/home/184792201,REBNY,PRCH-7519638,N,Y,40.7345195,-73.9965754,800,TRUE,0.171166667,FALSE
MLS Listing,,Multi-Family ,40 W 74th St,New York,NY,10023,18795000,5,7,Manhattan,11000,2554,1902,61,1709,,Active,https://www.redfin.com/NY/New-York/40-W-74th-St-10023/home/45317674,REBNY,RPLU-33422479118,N,Y,40.7781534,-73.9769623,2200,TRUE,0.232181818,FALSE
MLS Listing,,Multi-Family ,54 E 80th St,New York,NY,10075,18500000,6,6.5,Manhattan,5591,1839,1899,141,3309,,Active,https://www.redfin.com/NY/New-York/54-E-80th-St-10075/home/45290525,REBNY,OLRS-0073072,N,Y,40.7765693,-73.9610667,931.8333333,TRUE,0.328921481,FALSE
MLS Listing,,Multi-Family ,23 Beekman Pl,New York,NY,10022,17495000,9,9.5,Manhattan,11500,2000,1867,13,1521,,Active,https://www.redfin.com/NY/New-York/23-Beekman-Pl-10022/home/45281756,REBNY,RPLU-33422564748,N,Y,40.7533869,-73.9645267,1277.777778,TRUE,0.173913043,FALSE
MLS Listing,,Multi-Family ,6 E 74th St,New York,NY,10021,16800000,8,7.5,Manhattan,9700,2299,1871,67,1732,,Active,https://www.redfin.com/NY/New-York/6-E-74th-St-10021/home/185401288,REBNY,RPLU-33422447023,N,Y,40.7733371,-73.9655476,1212.5,TRUE,0.237010309,FALSE
MLS Listing,,Multi-Family ,112 Waverly Pl,New York,NY,10011,15500000,5,6.5,Manhattan,6321,2144,1826,64,2452,,Active,https://www.redfin.com/NY/New-York/112-Waverly-Pl-10011/home/45243662,REBNY,RPLU-33422457119,N,Y,40.7323524,-73.9993358,1264.2,TRUE,0.339186838,FALSE
MLS Listing,,Multi-Family ,20 Remsen St Unit TH,Brooklyn,NY,11201,11500000,6,5,Brooklyn,6094,2550,1856,7,1887,,Active,https://www.redfin.com/NY/Brooklyn/20-Remsen-St-11201/unit-TH/home/186066298,REBNY,PRCH-7622396,N,Y,40.6948687,-73.9978361,1015.666667,TRUE,0.418444372,FALSE
MLS Listing,,Multi-Family ,8820 Avenue J,Canarsie,NY,11236,11250000,50,50,Brooklyn,22035,15908,2016,228,511,,Active,https://www.redfin.com/NY/Brooklyn/8820-Avenue-J-11236/home/40887328,OneKey,3446376,N,Y,40.6376964,-73.9048363,440.7,TRUE,0.721942364,FALSE
MLS Listing,,Multi-Family ,646 Port Richmond Ave,Staten  Island,NY,10302,10700000,43,43,Staten Island,27152,32180,1971,113,394,,Active,https://www.redfin.com/NY/Staten-Island/646-Port-Richmond-Ave-10302/home/172346492,BNYMLS,472804,N,Y,40.6276713,-74.1423518,631.4418605,TRUE,1.185179729,FALSE
MLS Listing,,Multi-Family ,158 W 13th St,New York,NY,10011,10495000,5,5.5,Manhattan,7376,2117,1846,250,1423,,Active,https://www.redfin.com/NY/New-York/158-W-13th-St-10011/home/173350526,REBNY,OLRS-0079751,N,Y,40.7375107,-73.999772,1475.2,TRUE,0.287011931,FALSE
MLS Listing,,Multi-Family ,35 W 11th St,New York,NY,10011,10000000,7,7.5,Manhattan,5344,2349,1849,441,1871,,Active,https://www.redfin.com/NY/New-York/35-W-11th-St-10011/home/45244861,REBNY,RPLU-33421742655,N,Y,40.734814,-73.996305,763.4285714,TRUE,0.439558383,FALSE
MLS Listing,,Multi-Family ,52 E 76th St,New York,NY,10021,10000000,9,11.5,Manhattan,6800,1737,1883,76,1471,,Active,https://www.redfin.com/NY/New-York/52-E-76th-St-10021/home/45283754,REBNY,OLRS-0086254,N,Y,40.7738404,-73.9627656,755.5555556,TRUE,0.255441176,FALSE
MLS Listing,,Multi-Family ,30-90 Crescent St,Astoria,NY,11102,10000000,12,6,Queens,5508,11285,1901,127,1816,,Active,https://www.redfin.com/NY/Long-Island-City/3090-Crescent-St-11102/home/20955796,OneKey,3464232,N,Y,40.766333,-73.9264181,459,TRUE,2.048838054,FALSE
MLS Listing,,Multi-Family ,36 W 11th St,New York,NY,10011,9995000,9,5,Manhattan,6442,2054,1840,151,1552,,Active,https://www.redfin.com/NY/New-York/36-W-11th-St-10011/home/184338185,REBNY,PRCH-5211901,N,Y,40.7345195,-73.9965754,715.7777778,TRUE,0.318845079,FALSE
MLS Listing,,Multi-Family ,4 W 90th St,New York,NY,10024,9995000,10,10,Manhattan,9384,1913,1888,223,1065,,Active,https://www.redfin.com/NY/New-York/4-W-90th-St-10024/home/45273054,REBNY,PRCH-4280272,N,Y,40.787894,-73.968181,938.4,TRUE,0.20385763,FALSE
MLS Listing,,Multi-Family ,23 E 92nd St,New York,NY,10128,9250000,6,7,Manhattan ,7275,2047,1890,306,1271,,Active,https://www.redfin.com/NY/New-York/23-E-92nd-St-10128/home/45291013,REBNY,RPLU-5122010307,N,Y,40.7849793,-73.9563944,1212.5,TRUE,0.28137457,FALSE
MLS Listing,,Multi-Family ,198 Grand St,New York,NY,10013,8900000,11,10,Manhattan,12373,2442,2006,253,719,,Active,https://www.redfin.com/NY/New-York/198-Grand-St-10013/home/182705591,BNYMLS,468954,N,Y,40.7193672,-73.9966731,1124.818182,TRUE,0.197365231,FALSE
MLS Listing,,Multi-Family ,6423 20th Ave,Brooklyn,NY,11204,8800000,4,6,Brooklyn,5800,3600,1931,4,1517,,Active,https://www.redfin.com/NY/Brooklyn/6423-20th-Ave-11204/home/186114331,BNYMLS,475496,N,Y,40.6164902,-73.9854708,1450,TRUE,0.620689655,FALSE
MLS Listing,,Multi-Family ,156 Waverly Pl,New York,NY,10014,8750000,8,8,Manhattan,6072,2158,1839,8,1441,,Active,https://www.redfin.com/NY/New-York/156-Waverly-Pl-10014/home/45245229,REBNY,RPLU-5122572876-284,N,Y,40.7333143,-74.0012181,759,TRUE,0.355401845,FALSE
MLS Listing,,Multi-Family ,825 57th St,Brooklyn,NY,11220,7900000,6,2,Brooklyn,21400,4007,2003,101,369,,Active,https://www.redfin.com/NY/Brooklyn/825-57th-St-11220/home/185004077,BNYMLS,473094,N,Y,40.6368854,-74.0069213,3566.666667,TRUE,0.187242991,FALSE
MLS Listing,,Multi-Family ,,New York,NY,10065,7800000,0,,Manhattan,7200,1808,1899,1,1083,,Active,https://www.redfin.com/NY/New-York/Undisclosed-address-10065/home/171803299,REBNY,OLRS-0078651,N,Y,40.7636541,-73.9681695,0,FALSE,0.251111111,FALSE
MLS Listing,,Multi-Family ,120 W 87th St,New York,NY,10024,7750000,7,3.5,Manhattan,4950,1812,1888,176,1566,,Active,https://www.redfin.com/NY/New-York/120-W-87th-St-10024/home/45273554,REBNY,PRCH-5199300,N,Y,40.7873526,-73.9726148,707.1428571,TRUE,0.366060606,FALSE
MLS Listing,,Multi-Family ,169 W 21st St,New York,NY,10011,7600000,4,2.5,Manhattan ,5555,1850,1920,54,1368,,Active,https://www.redfin.com/NY/New-York/169-W-21st-St-10011/Bldg/home/185523272,REBNY,PRCH-7581605,N,Y,40.7428041,-73.9962821,1388.75,TRUE,0.333033303,FALSE
MLS Listing,,Multi-Family ,8 W 71st St,New York,NY,10023,7495000,8,8,Manhattan,6100,2008,1891,405,1229,,Active,https://www.redfin.com/NY/New-York/8-W-71st-St-10023/home/45266621,REBNY,PRCH-3763796,N,Y,40.7756416,-73.9772063,762.5,TRUE,0.329180328,FALSE
