SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE_OR_PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE_FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,ratio_sqft_bd,additional_bd_opp,ratio_lot_sqft,adu_potential
MLS Listing,,Multi-Family ,3176 Tierney Pl,Bronx,NY,10465,1599999,6,5,Bronx,4073,3149,2003,63,393,,Active,https://www.redfin.com/NY/Bronx/3176-Tierney-Pl-10465/home/44786955,OneKey,H6245265,N,Y,40.813524,-73.802218,678.8333333,TRUE,0.773140192,FALSE
MLS Listing,,Multi-Family ,100 Jackson St #6,Williamsburg,NY,11211,1599000,12,6,Brooklyn,4738,3158,1928,154,337,,Active,https://www.redfin.com/NY/Brooklyn/100-Jackson-St-11211/unit-6/home/40742203,OneKey,3458649,N,Y,40.7162148,-73.9474437,394.8333333,TRUE,0.66652596,FALSE
MLS Listing,,Multi-Family ,105 Newell St,Greenpoint,NY,11222,1599000,6,6,Brooklyn,4500,2500,1930,95,355,,Active,https://www.redfin.com/NY/Brooklyn/105-Newell-St-11222/home/40739882,OneKey,3471241,N,Y,40.7259395,-73.9482551,750,TRUE,0.555555556,FALSE
MLS Listing,,Multi-Family ,320 61 St,Brooklyn,NY,11220,1595000,14,6,Brooklyn,5100,2048,1911,5,313,,Active,https://www.redfin.com/NY/Brooklyn/320-61st-St-11220/home/40809808,BNYMLS,475450,N,Y,40.6411025,-74.0207743,364.2857143,TRUE,0.401568627,FALSE
MLS Listing,,Multi-Family ,5411 4th Ave,Brooklyn,NY,11220,1558000,12,6,Brooklyn,4875,2000,1931,39,320,,Active,https://www.redfin.com/NY/Brooklyn/5411-4th-Ave-11220/home/40694453,BNYMLS,474604,N,Y,40.6438105,-74.0149407,406.25,TRUE,0.41025641,FALSE
MLS Listing,,Multi-Family ,4790 Barnes Ave,Bronx,NY,10470,1550000,9,5,Bronx,4356,5798,1931,18,356,,Active,https://www.redfin.com/NY/Bronx/4790-Barnes-Ave-10470/home/44748214,OneKey,H6256947,N,Y,40.9050736,-73.8474165,484,TRUE,1.331037649,FALSE
MLS Listing,,Multi-Family ,324 91 St,Brooklyn,NY,11209,1550000,11,6,Brooklyn,5625,2800,1925,71,276,,Active,https://www.redfin.com/NY/Brooklyn/324-91st-St-11209/home/40819811,BNYMLS,473440,N,Y,40.619785,-74.031737,511.3636364,TRUE,0.497777778,FALSE
MLS Listing,,Multi-Family ,1700 Pilgrim Ave,Bronx,NY,10461,1500000,8,8,Bronx,5335,2500,1927,68,281,,Active,https://www.redfin.com/NY/Bronx/1700-Pilgrim-Ave-10461/home/44732148,OneKey,H6248456,N,Y,40.8456192,-73.833429,666.875,TRUE,0.468603561,FALSE
MLS Listing,,Multi-Family ,2510 Webb Ave,Bronx,NY,10468,1500000,8,3,Bronx,4127,3550,1910,135,363,,Active,https://www.redfin.com/NY/Bronx/2510-Webb-Ave-10468/home/44713900,OneKey,H6235790,N,Y,40.8661662,-73.9038094,515.875,TRUE,0.860188999,FALSE
MLS Listing,,Multi-Family ,805 E 156th St,Bronx,NY,10455,1500000,15,4,Bronx,4800,1999,1910,218,313,,Active,https://www.redfin.com/NY/Bronx/805-E-156th-St-10455/home/44717946,OneKey,H6155390,N,Y,40.8178356,-73.9039041,320,TRUE,0.416458333,FALSE
MLS Listing,,Multi-Family ,3617 15th Ave,Brooklyn,NY,11218,1499999,11,6,Brooklyn,5250,2125,1930,421,286,,Active,https://www.redfin.com/NY/Brooklyn/3617-15th-Ave-11218/home/179566660,SIBORMLS,1154868,N,Y,40.6391608,-73.9802545,477.2727273,TRUE,0.404761905,FALSE
MLS Listing,,Multi-Family ,7120 21st Ave,Brooklyn,NY,11204,1499998,12,6,Brooklyn,4797,2650,1925,321,313,,Active,https://www.redfin.com/NY/Brooklyn/7120-21st-Ave-11204/home/40822591,BNYMLS,466314,N,Y,40.6115125,-73.9878811,399.75,TRUE,0.552428601,FALSE
MLS Listing,,Multi-Family ,89-17 170th St,Jamaica,NY,11432,1498000,6,8,Queens,4275,2875,1970,46,350,,Active,https://www.redfin.com/NY/Queens/89-17-170th-St-11432/home/179536832,OneKey,3482303,N,Y,40.709225,-73.7905509,712.5,TRUE,0.67251462,FALSE
MLS Listing,,Multi-Family ,1566 Dwight Pl,Bronx,NY,10465,1488888,9,3.5,Bronx,4400,5001,1968,56,338,,Active,https://www.redfin.com/NY/Bronx/1566-Dwight-Pl-10465/home/44748410,OneKey,H6241860,N,Y,40.8461671,-73.8238256,488.8888889,TRUE,1.136590909,FALSE
MLS Listing,,Multi-Family ,1424 71 St,Brooklyn,NY,11228,1488000,8,6,Brooklyn,4680,2000,1925,47,318,,Active,https://www.redfin.com/NY/Brooklyn/1424-71st-St-11228/home/40822924,BNYMLS,474461,N,Y,40.6207007,-74.0024173,585,TRUE,0.427350427,FALSE
MLS Listing,,Multi-Family ,83 Montgomery Ave,Staten Island,NY,10301,1488000,8,3,Staten Island,4125,2125,2019,196,361,,Active,https://www.redfin.com/NY/Staten-Island/83-Montgomery-Ave-10301/home/109611987,SIBORMLS,1159382,N,Y,40.6398559,-74.0780621,515.625,TRUE,0.515151515,FALSE
MLS Listing,,Multi-Family ,110-44 Corona Ave,Corona,NY,11368,1450000,9,7,Queens,4590,1920,2011,19,316,,Active,https://www.redfin.com/NY/Corona/11044-Corona-Ave-11368/home/45111839,OneKey,3488162,N,Y,40.7408298,-73.8513941,510,TRUE,0.418300654,FALSE
MLS Listing,,Multi-Family ,360 61st St,Brooklyn,NY,11220,1435000,15,12,Brooklyn,5100,2048,1911,29,281,,Active,https://www.redfin.com/NY/Brooklyn/360-61st-St-11220/home/40809791,SIBORMLS,1162661,N,Y,40.6405646,-74.0197801,340,TRUE,0.401568627,FALSE
MLS Listing,,Multi-Family ,18-72 Starr St,Ridgewood,NY,11385,1425000,9,5,Queens,4050,2375,1930,107,352,,Active,https://www.redfin.com/NY/Queens/1872-Starr-St-11385/home/20883043,OneKey,3444311,N,Y,40.7107578,-73.9170374,450,TRUE,0.586419753,FALSE
MLS Listing,,Multi-Family ,47-24 45 St,Sunnyside,NY,11104,1400000,11,6,Queens,4800,2000,1928,57,292,,Active,https://www.redfin.com/NY/Sunnyside/4724-45-ST-11104/home/185496998,OneKey,3479887,N,Y,40.7448741,-73.9198161,436.3636364,TRUE,0.416666667,FALSE
MLS Listing,,Multi-Family ,2393 Richmond Rd,Staten Island,NY,10306,1399888,6,6,Staten Island,4585,12625,1928,286,305,,Active,https://www.redfin.com/NY/Staten-Island/2393-Richmond-Rd-10306/home/56063796,SIBORMLS,1158009,N,Y,40.5769524,-74.1184331,764.1666667,TRUE,2.753544166,FALSE
MLS Listing,,Multi-Family ,621 E 237th St,Bronx,NY,10466,1399000,6,4,Bronx,4700,2500,1930,27,298,,Active,https://www.redfin.com/NY/Bronx/621-E-237th-St-10466/home/44741838,OneKey,H6255089,N,Y,40.898415,-73.857579,783.3333333,TRUE,0.531914894,FALSE
MLS Listing,,Multi-Family ,1565 Saint Peters Ave,Bronx,NY,10461,1399000,14,6,Bronx,5103,2056,1926,275,274,,Active,https://www.redfin.com/NY/Bronx/1565-Saint-Peters-Ave-10461/home/44731103,OneKey,H6216049,N,Y,40.8403844,-73.8478179,364.5,TRUE,0.402900255,FALSE
MLS Listing,,Multi-Family ,109-12 Westside Ave,Corona,NY,11368,1399000,5,5,Queens,4046,1253,2002,27,346,,Active,https://www.redfin.com/NY/Queens/10912-Westside-Ave-11368/home/20668876,OneKey,3486468,N,Y,40.7410489,-73.852366,809.2,TRUE,0.309688581,FALSE
MLS Listing,,Multi-Family ,255 Senator St,Brooklyn,NY,11220,1398888,9,6,Brooklyn,4440,2030,1906,118,315,,Active,https://www.redfin.com/NY/Brooklyn/255-Senator-St-11220/home/40810802,BNYMLS,472696,N,Y,40.6376945,-74.0263049,493.3333333,TRUE,0.457207207,FALSE
MLS Listing,,Multi-Family ,16 Burnside Ave,Staten Island,NY,10302,1395000,7,4,Staten Island,4050,3700,2021,76,344,,Active,https://www.redfin.com/NY/Staten-Island/16-Burnside-Ave-10302/home/56119805,SIBORMLS,1161762,N,Y,40.6248594,-74.1353048,578.5714286,TRUE,0.913580247,FALSE
MLS Listing,,Multi-Family ,3815 Seagate Ave,Brooklyn,NY,11224,1390000,13,10,Brooklyn,5211,12000,,30,267,,Active,https://www.redfin.com/NY/Brooklyn/3815-Seagate-Ave-11224/home/179802894,BNYMLS,474874,N,Y,40.575757,-74.005076,400.8461538,TRUE,2.302820956,FALSE
MLS Listing,,Multi-Family ,453 42nd St,Brooklyn,NY,11232,1388000,16,8,Brooklyn,6668,2672,1914,63,208,,Active,https://www.redfin.com/NY/Brooklyn/453-42nd-St-11232/home/40690729,BNYMLS,474063,N,Y,40.6502185,-74.0063562,416.75,TRUE,0.400719856,FALSE
MLS Listing,,Multi-Family ,45-12 Avenue D,East Flatbush,NY,11203,1375000,5,4,Queens,4000,4000,1932,350,344,,Active,https://www.redfin.com/NY/Brooklyn/4512-Avenue-D-11203/home/180311765,OneKey,3420556,N,Y,40.6416815,-73.9337203,800,TRUE,1,FALSE
MLS Listing,,Multi-Family ,1122 Fox St,Bronx,NY,10459,1365000,17,4,Bronx,5280,2000,1901,210,259,,Active,https://www.redfin.com/NY/Bronx/1122-Fox-St-10459/home/44604605,OneKey,H6223882,N,Y,40.8275667,-73.8936238,310.5882353,TRUE,0.378787879,FALSE
MLS Listing,,Multi-Family ,749 Pennsylvania Ave,Brooklyn,NY,11207,1360000,11,6,Brooklyn,4020,2534,1930,99,338,,Active,https://www.redfin.com/NY/Brooklyn/749-Pennsylvania-Ave-11207/home/40767342,BNYMLS,473120,N,Y,40.6593121,-73.8908287,365.4545455,TRUE,0.630348259,FALSE
MLS Listing,,Multi-Family ,71-12 66th St,Glendale,NY,11385,1350000,6,6,Queens,5712,2800,1931,88,236,,Active,https://www.redfin.com/NY/Glendale/7112-66th-St-11385/home/20880288,OneKey,3472873,N,Y,40.7023326,-73.8891107,952,TRUE,0.490196078,FALSE
MLS Listing,,Multi-Family ,2869 W 17th St,Brooklyn,NY,11224,1300000,12,12,Brooklyn,5280,2375,1930,10,246,,Active,https://www.redfin.com/NY/Brooklyn/2869-W-17th-St-11224/home/40851808,SIBORMLS,1163011,N,Y,40.5772779,-73.9847132,440,TRUE,0.449810606,FALSE
MLS Listing,,Multi-Family ,1581 E 12th St,Brooklyn,NY,11230,1299000,7,3,Brooklyn,4400,1100,1920,273,295,,Active,https://www.redfin.com/NY/Brooklyn/1581-E-12th-St-11230/home/40844159,BNYMLS,467489,N,Y,40.6107278,-73.9612274,628.5714286,TRUE,0.25,FALSE
MLS Listing,,Multi-Family ,312 Harman St,Bushwick,NY,11237,1298000,11,7,Brooklyn,4425,2500,1931,43,293,,Active,https://www.redfin.com/NY/Brooklyn/312-Harman-St-11237/home/40746852,OneKey,3482772,N,Y,40.700165,-73.9183906,402.2727273,TRUE,0.564971751,FALSE
MLS Listing,,Multi-Family ,,Staten Island,NY,10301,1298000,13,10,Staten Island,5884,2500,1920,33,221,,Active,https://www.redfin.com/NY/Staten-Island/Undisclosed-address-10301/home/77422294,SIBORMLS,1162596,N,Y,40.6372345,-74.0868532,452.6153846,TRUE,0.424881033,FALSE
MLS Listing,,Multi-Family ,20-18 Palmetto St,Ridgewood,NY,11385,1295000,15,6,Queens,5600,2742,1910,252,231,,Active,https://www.redfin.com/NY/Queens/2018-Palmetto-St-11385/home/20887122,OneKey,3442242,N,Y,40.7062237,-73.9039355,373.3333333,TRUE,0.489642857,FALSE
MLS Listing,,Multi-Family ,1221 Rosedale Ave,Bronx,NY,10472,1275000,6,4,Bronx,4200,2492,1920,204,304,,Active,https://www.redfin.com/NY/Bronx/1221-Rosedale-Ave-10472/home/44757619,OneKey,H6215626,N,Y,40.8302348,-73.8691623,700,TRUE,0.593333333,FALSE
MLS Listing,,Multi-Family ,376 95th St,Brooklyn,NY,11209,1275000,6,6,Brooklyn,4165,2000,1929,132,306,,Active,https://www.redfin.com/NY/Brooklyn/376-95th-St-11209/home/40820843,SIBORMLS,1160590,N,Y,40.6160825,-74.0318323,694.1666667,TRUE,0.480192077,FALSE
MLS Listing,,Multi-Family ,236-14 Bentley Rd,Rosedale,NY,11422,1259900,8,5,Queens,5038,5038,1988,167,250,,Active,https://www.redfin.com/NY/Jamaica/23614-Bentley-Rd-11422/home/20684408,OneKey,3456011,N,Y,40.6537306,-73.7465028,629.75,TRUE,1,FALSE
MLS Listing,,Multi-Family ,1136 Metcalf Ave,Bronx,NY,10472,1250000,8,3,Bronx,6150,2500,1929,17,203,,Active,https://www.redfin.com/NY/Bronx/1136-Metcalf-Ave-10472/home/44721082,OneKey,H6257546,N,Y,40.8283802,-73.8720361,768.75,TRUE,0.406504065,FALSE
MLS Listing,,Multi-Family ,1433 Edward L Grant Hwy,Bronx,NY,10452,1250000,5,3.5,Bronx,4200,1942,1912,49,298,,Active,https://www.redfin.com/NY/Bronx/1433-Edward-L-Grant-Hwy-10452/home/185558089,OneKey,H6251638,N,Y,40.8426924,-73.9231301,840,TRUE,0.462380952,FALSE
MLS Listing,,Multi-Family ,763 Jackson Ave,Bronx,NY,10466,1250000,9,4,Bronx,4113,1608,1910,50,304,,Active,https://www.redfin.com/NY/Bronx/763-Jackson-Ave-10456/home/44602843,OneKey,3481145,N,Y,40.8191017,-73.9069227,457,TRUE,0.390955507,FALSE
MLS Listing,,Multi-Family ,568 Maple St,Brooklyn,NY,11203,1250000,17,6,Brooklyn,6000,2500,1931,83,208,,Active,https://www.redfin.com/NY/Brooklyn/568-Maple-St-11203/home/40777373,BNYMLS,473554,N,Y,40.6611504,-73.9418329,352.9411765,TRUE,0.416666667,FALSE
MLS Listing,,Multi-Family ,196 Lawrence Ave,Brooklyn,NY,11230,1250000,12,6,Brooklyn,5006,2354,1931,124,250,,Active,https://www.redfin.com/NY/Brooklyn/196-Lawrence-Ave-11230/home/184723832,BNYMLS,472559,N,Y,40.6309244,-73.9725689,417.1666667,TRUE,0.470235717,FALSE
MLS Listing,,Multi-Family ,463 52nd St,Brooklyn,NY,11220,1250000,18,6.5,Brooklyn,5250,2500,,306,238,,Active,https://www.redfin.com/NY/Brooklyn/463-52nd-St-11220/home/40693180,BNYMLS,466148,N,Y,40.6445338,-74.0119581,291.6666667,TRUE,0.476190476,FALSE
MLS Listing,,Multi-Family ,28 Kingsley Pl,Staten Island,NY,10301,1250000,12,4,Staten Island,5516,10000,1931,82,227,,Active,https://www.redfin.com/NY/Staten-Island/28-Kingsley-Pl-10301/home/56135269,SIBORMLS,1161633,N,Y,40.635489,-74.0887769,459.6666667,TRUE,1.812907904,FALSE
MLS Listing,,Multi-Family ,247 Senator St,Brooklyn,NY,11220,1249000,10,6,Brooklyn,4500,2060,1906,219,278,,Active,https://www.redfin.com/NY/Brooklyn/247-Senator-St-11220/home/40810806,BNYMLS,470551,N,Y,40.6378136,-74.0266176,450,TRUE,0.457777778,FALSE
MLS Listing,,Multi-Family ,2017 Homecrest Ave,Brooklyn,NY,11229,1248888,6,12,Brooklyn,4320,2000,1925,13,289,,Active,https://www.redfin.com/NY/Brooklyn/2017-Homecrest-Ave-11229/home/40860928,SIBORMLS,1162937,N,Y,40.6002737,-73.9593332,720,TRUE,0.462962963,FALSE
MLS Listing,,Multi-Family ,214 Schaefer St #6,Bushwick,NY,11207,1228000,12,6,Brooklyn,6750,2500,1910,75,182,,Active,https://www.redfin.com/NY/Brooklyn/214-Schaefer-St-11207/unit-6/home/21462981,OneKey,3475893,N,Y,40.6903666,-73.9067491,562.5,TRUE,0.37037037,FALSE
MLS Listing,,Multi-Family ,10-45 115th St,College Point,NY,11356,1208000,11,6,Queens,5160,3160,1928,160,234,,Active,https://www.redfin.com/NY/Queens/1045-115th-St-11356/home/20872901,OneKey,3457484,N,Y,40.787452,-73.8521292,469.0909091,TRUE,0.612403101,FALSE
MLS Listing,,Multi-Family ,1325 Inwood Ave,Bronx,NY,10452,1200000,8,4,Bronx,4380,2762,1930,41,274,,Active,https://www.redfin.com/NY/Bronx/1325-Inwood-Ave-10452/home/44740309,OneKey,H6253618,N,Y,40.8389882,-73.9200572,547.5,TRUE,0.630593607,FALSE
MLS Listing,,Multi-Family ,439 E 45th St #6,East Flatbush,NY,11203,1200000,9,7,Queens,6000,4000,1931,152,200,,Active,https://www.redfin.com/NY/Brooklyn/439-E-45th-St-11203/unit-6/home/40779923,OneKey,3459141,N,Y,40.6508672,-73.9349029,666.6666667,TRUE,0.666666667,FALSE
MLS Listing,,Multi-Family ,137-11 156th St,Jamaica,NY,11434,1200000,8,3.5,Queens,4000,4000,1965,109,300,,Active,https://www.redfin.com/NY/Jamaica/13711-156th-St-11434/home/20710760,OneKey,3468397,N,Y,40.669371,-73.7789267,500,TRUE,1,FALSE
MLS Listing,,Multi-Family ,113-09 212 St,Queens Village,NY,11429,1200000,4,2,Queens,4522,4522,1930,4,265,,Active,https://www.redfin.com/NY/Jamaica/11309-212th-St-11429/home/20736675,OneKey,3491427,N,Y,40.7043393,-73.7435336,1130.5,TRUE,1,FALSE
MLS Listing,,Multi-Family ,635 E 233rd St,Bronx,NY,10466,1199000,4,9,Bronx,5600,2862,1930,178,214,,Active,https://www.redfin.com/NY/Bronx/635-E-233rd-St-10466/home/44804134,OneKey,H6228744,N,Y,40.8943727,-73.859572,1400,TRUE,0.511071429,FALSE
MLS Listing,,Multi-Family ,521 82nd St,Brooklyn,NY,11209,1199000,8,6,Brooklyn,4744,2108,1928,10,253,,Active,https://www.redfin.com/NY/Brooklyn/521-82nd-St-11209/home/40817037,BNYMLS,475327,N,Y,40.6241226,-74.0239867,593,TRUE,0.444350759,FALSE
MLS Listing,,Multi-Family ,47-15 44th St,Woodside,NY,11377,1199000,11,6,Queens,5148,2700,1928,40,233,,Active,https://www.redfin.com/NY/Queens/4715-44th-St-11377/home/20961617,OneKey,3483698,N,Y,40.7407968,-73.920808,468,TRUE,0.524475524,FALSE
MLS Listing,,Multi-Family ,366 Union Ave,Staten Island,NY,10303,1199000,12,4,Staten Island,5040,5984,2006,49,238,,Active,https://www.redfin.com/NY/Staten-Island/366-Union-Ave-10303/home/56075010,SIBORMLS,1162265,N,Y,40.6274381,-74.1581613,420,TRUE,1.187301587,FALSE
MLS Listing,,Multi-Family ,137 Sand Ln,Staten Island,NY,10305,1198888,13,10,Staten Island,5160,5400,1931,39,232,,Active,https://www.redfin.com/NY/Staten-Island/137-Sand-Ln-10305/home/56044826,SIBORMLS,1162492,N,Y,40.5963441,-74.0699197,396.9230769,TRUE,1.046511628,FALSE
MLS Listing,,Multi-Family ,41-08 111th St,Corona,NY,11368,1190000,11,6,Queens,4350,2500,1973,8,274,,Active,https://www.redfin.com/NY/Corona/4108-111th-St-11368/home/20920338,OneKey,3490211,N,Y,40.750512,-73.855587,395.4545455,TRUE,0.574712644,FALSE
MLS Listing,,Multi-Family ,11 Cottage Pl,Staten  Island,NY,10302,1188000,12,6,Staten Island,4056,2106,,138,293,,Active,https://www.redfin.com/NY/Staten-Island/11-Cottage-Pl-10302/home/56102041,BNYMLS,472147,N,Y,40.6367583,-74.1302125,338,TRUE,0.519230769,FALSE
MLS Listing,,Multi-Family ,18-19 George St,Ridgewood,NY,11385,1170000,12,6,Queens,4895,2500,1927,162,239,,Active,https://www.redfin.com/NY/Queens/1819-George-St-11385/home/20882790,OneKey,3457014,N,Y,40.699752,-73.901282,407.9166667,TRUE,0.51072523,FALSE
MLS Listing,,Multi-Family ,317 Dewey Ave,Staten Island,NY,10308,1115000,10,4,Staten Island,6000,8700,1931,420,186,,Active,https://www.redfin.com/NY/Staten-Island/317-Dewey-Ave-10308/home/56023361,SIBORMLS,1154893,N,Y,40.554066,-74.15388,600,TRUE,1.45,FALSE
MLS Listing,,Multi-Family ,1052 E 232nd St,Bronx,NY,10466,1100000,11,6,Bronx,5273,2736,1931,42,209,,Active,https://www.redfin.com/NY/Bronx/1052-E-232nd-St-10466/home/44737675,OneKey,H6253067,N,Y,40.8891743,-73.8472226,479.3636364,TRUE,0.518869714,FALSE
MLS Listing,,Multi-Family ,5728 Faraday Ave,Bronx,NY,10471,1100000,6,3,Bronx,4095,2655,1930,88,269,,Active,https://www.redfin.com/NY/Bronx/5728-Faraday-Ave-10471/home/44798463,OneKey,H6237438,N,Y,40.9047693,-73.8988947,682.5,TRUE,0.648351648,FALSE
MLS Listing,,Multi-Family ,46 S Bleeker St,Bronx,NY,10550,1100000,15,7,Bronx,5600,3511,1920,144,196,,Active,https://www.redfin.com/NY/Mount-Vernon/46-S-Bleeker-St-10550/home/20003735,OneKey,H6233612,N,Y,40.9102144,-73.8476725,373.3333333,TRUE,0.626964286,FALSE
MLS Listing,,Multi-Family ,1842 Schenectady Ave,Flatlands,NY,11234,1100000,8,4,Brooklyn,4009,3750,1960,4,274,,Active,https://www.redfin.com/NY/Brooklyn/1842-Schenectady-Ave-11234/home/40878218,OneKey,3490072,N,Y,40.6273385,-73.9309533,501.125,TRUE,0.93539536,FALSE
MLS Listing,,Multi-Family ,87-30 114th St,Richmond Hill,NY,11418,1098000,7,6,Queens,4800,2500,1930,60,229,,Active,https://www.redfin.com/NY/Jamaica/8730-114th-St-11418/home/20776354,OneKey,3479402,N,Y,40.6973171,-73.8346811,685.7142857,TRUE,0.520833333,FALSE
MLS Listing,,Multi-Family ,32-17 112th St,East Elmhurst,NY,11369,1050000,5,5,Queens,5300,2309,2021,272,198,,Active,https://www.redfin.com/NY/East-Elmhurst/3217-112th-St-11369/home/21689773,OneKey,3414783,N,Y,40.7589512,-73.8577802,1060,TRUE,0.435660377,FALSE
MLS Listing,,Multi-Family ,1665 76th St,Brooklyn,NY,11214,1025000,12,6,Brooklyn,5400,2500,1931,152,190,,Active,https://www.redfin.com/NY/Brooklyn/1665-76th-St-11214/home/40824796,BNYMLS,471927,N,Y,40.6148439,-73.9995578,450,TRUE,0.462962963,FALSE
MLS Listing,,Multi-Family ,960 E 181st St,Bronx,NY,10460,1000000,9,6,Bronx,4012,1838,2004,105,249,,Active,https://www.redfin.com/NY/Bronx/960-E-181st-St-10460/home/44602854,OneKey,H6241187,N,Y,40.844499,-73.8797287,445.7777778,TRUE,0.458125623,FALSE
MLS Listing,,Multi-Family ,224 Moffat St,Bushwick,NY,11207,999000,0,,Brooklyn,4875,2500,1911,48,205,,Active,https://www.redfin.com/NY/Brooklyn/224-Moffat-St-11207/home/40751676,OneKey,H6211038,N,Y,40.6884377,-73.9051415,0,FALSE,0.512820513,FALSE
MLS Listing,,Multi-Family ,566 39th St,Brooklyn,NY,11232,990000,12,6,Brooklyn,4500,2504,1935,300,220,,Active,https://www.redfin.com/NY/Brooklyn/566-39th-St-11232/home/40696752,BNYMLS,466856,N,Y,40.6501643,-74.0024347,375,TRUE,0.556444444,FALSE
MLS Listing,,Multi-Family ,3530 Eastchester Rd,Bronx,NY,10469,900000,7,5,Bronx,4050,2383,1988,27,222,,Active,https://www.redfin.com/NY/Bronx/3530-Eastchester-Rd-10469/home/44782403,OneKey,H6255678,N,Y,40.8793598,-73.8472655,578.5714286,TRUE,0.588395062,FALSE
MLS Listing,,Multi-Family ,2430 Dorsey St,Bronx,NY,10461,900000,6,3,Bronx,4099,2317,1920,46,220,,Active,https://www.redfin.com/NY/Bronx/2430-Dorsey-St-10461/home/44731202,OneKey,H6252374,N,Y,40.8400137,-73.8494759,683.1666667,TRUE,0.565259819,FALSE
MLS Listing,,Multi-Family ,242 Valentine Ln,Bronx,NY,10705,899900,7,4,Bronx,4104,5227,1905,11,219,,Active,https://www.redfin.com/NY/Yonkers/242-Valentine-Ln-10705/home/20182192,OneKey,H6258527,N,Y,40.9157858,-73.8984353,586.2857143,TRUE,1.273635478,FALSE
MLS Listing,,Multi-Family ,1067 Intervale Ave,Bronx,NY,10459,795000,8,3,Bronx,5300,1546,2005,361,150,,Active,https://www.redfin.com/NY/Bronx/1067-Intervale-Ave-10459/home/44769032,REBNY,RPLU-33421711521,N,Y,40.825163,-73.8970436,662.5,TRUE,0.291698113,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
